municipios;ibge;homicidio_doloso;total_vitimas_homicidio_doloso;latrocinio;furtos;abigeato;furto_veiculo;roubos;roubo_veiculo;estelionato;delitos_armas_municoes;entorpecente_posse;entorpecente_trafico;vitimas_latrocinio;vitimas_lesao_corporal_morte;total_vitimas_crimes_violentos
frederico westphalen;4308508;0;0;0;17;0;1;2;1;15;0;15;5;0;0;0
garibaldi;4308607;2;2;0;19;0;1;3;0;19;0;2;4;0;0;2
garruchos;4308656;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
gaurama;4308706;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
general camara;4308805;0;0;0;13;1;0;1;0;1;1;4;0;0;0;0
gentil;4308854;0;0;0;2;0;0;1;0;3;1;0;0;0;0;0
getulio vargas;4308904;0;0;0;7;0;0;0;0;14;0;6;6;0;0;0
girua;4309001;0;0;0;7;1;1;0;0;2;1;7;1;0;0;0
glorinha;4309050;0;0;0;8;1;0;1;0;3;1;2;1;0;0;0
gramado;4309100;1;1;0;34;0;3;1;0;43;0;23;4;0;0;1
gramado dos loureiros;4309126;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
gramado xavier;4309159;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0
gravatai;4309209;2;3;0;208;2;20;92;9;197;4;23;25;0;0;3
guabiju;4309258;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
guaiba;4309308;0;0;0;44;0;0;22;1;47;3;46;12;0;0;0
guapore;4309407;1;1;0;7;0;2;0;1;19;0;9;3;0;0;4
guarani das missoes;4309506;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
harmonia;4309555;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
herval;4307104;0;0;0;8;4;0;0;0;5;1;2;0;0;0;0
herveiras;4309571;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0
horizontina;4309605;0;0;0;21;0;0;0;0;2;1;6;1;0;0;0
hulha negra;4309654;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0
humaita;4309704;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
ibarama;4309753;0;0;0;6;0;1;0;0;0;0;0;0;0;0;0
ibiaca;4309803;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0
ibiraiaras;4309902;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0
ibirapuita;4309951;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
ibiruba;4310009;0;0;0;13;3;0;0;0;13;0;0;2;0;0;0
igrejinha;4310108;0;0;0;38;0;4;2;0;11;2;7;4;0;0;0
ijui;4310207;0;0;0;62;0;2;2;0;53;7;12;9;0;0;0
ilopolis;4310306;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
imbe;4310330;2;3;0;29;0;3;7;3;30;1;3;2;0;0;3
imigrante;4310363;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
independencia;4310405;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
inhacora;4310413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
ipe;4310439;0;0;0;5;1;1;0;0;4;0;0;0;0;0;0
ipiranga do sul;4310462;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
irai;4310504;0;0;0;7;0;0;0;0;2;0;0;1;0;0;0
itaara;4310538;0;0;0;0;0;1;0;0;4;0;0;0;0;0;0
itacurubi;4310553;0;0;0;4;2;0;0;0;2;1;0;1;0;0;0
itapuca;4310579;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
itaqui;4310603;1;1;0;41;5;0;10;0;10;2;0;2;0;0;1
itati;4310652;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
itatiba do sul;4310702;0;0;0;7;0;0;0;0;1;0;0;0;0;0;0
ivora;4310751;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
ivoti;4310801;0;0;0;13;0;2;1;0;21;0;3;0;0;0;0
jaboticaba;4310850;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
jacuizinho;4310876;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
jacutinga;4310900;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
jaguarao;4311007;1;1;0;20;3;0;4;0;12;1;6;4;0;0;1
jaguari;4311106;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0
jaquirana;4311122;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
jari;4311130;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0
joia;4311155;0;0;0;3;1;0;1;0;4;0;0;0;0;1;1
julio de castilhos;4311205;2;2;1;19;2;1;2;0;6;3;2;2;1;0;3
lagoa bonita do sul;4311239;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
lagoa dos tres cantos;4311270;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
lagoa vermelha;4311304;0;0;0;26;2;0;2;0;12;1;5;7;0;0;0
lagoao;4311254;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
lajeado;4311403;3;3;0;82;0;4;10;1;87;11;11;15;0;0;3
lajeado do bugre;4311429;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
lavras do sul;4311502;0;0;0;4;2;0;0;0;0;0;0;1;0;0;0
liberato salzano;4311601;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
lindolfo collor;4311627;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0
linha nova;4311643;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
macambara;4311718;0;0;0;4;1;0;0;0;2;0;0;0;0;0;0
machadinho;4311700;0;0;0;21;0;1;0;0;3;1;1;0;0;0;0
mampituba;4311734;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
manoel viana;4311759;0;0;0;1;0;0;0;0;5;1;2;1;0;0;0
maquine;4311775;1;1;1;8;4;1;1;1;3;2;0;1;1;0;2
marata;4311791;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
marau;4311809;0;0;0;34;0;8;2;0;39;6;3;0;0;0;0
marcelino ramos;4311908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mariana pimentel;4311981;0;0;0;5;0;0;1;0;2;0;0;0;0;0;0
mariano moro;4312005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
marques de souza;4312054;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
mata;4312104;0;0;0;3;1;0;0;0;2;0;0;0;0;0;0
mato castelhano;4312138;0;0;0;3;1;0;0;0;4;0;0;0;0;0;0
mato leitao;4312153;0;0;0;3;0;0;0;0;3;3;0;0;0;0;0
mato queimado;4312179;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
maximiliano de almeida;4312203;0;0;0;2;0;0;0;0;5;0;0;0;0;0;0
minas do leao;4312252;0;0;0;3;0;0;1;0;4;3;3;2;0;0;0
miraguai;4312302;0;0;0;2;0;1;1;0;4;0;1;0;0;0;0
montauri;4312351;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
monte alegre dos campos;4312377;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0
monte belo do sul;4312385;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0
montenegro;4312401;0;0;0;41;2;6;5;0;31;0;27;7;0;0;0
mormaco;4312427;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
morrinhos do sul;4312443;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
morro redondo;4312450;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0
morro reuter;4312476;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
mostardas;4312500;0;0;0;8;3;0;0;0;10;0;2;3;0;0;0
mucum;4312609;0;0;0;2;0;1;0;0;2;1;0;0;0;0;0
muitos capoes;4312617;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0
muliterno;4312625;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
nao-me-toque;4312658;0;0;0;16;0;1;1;0;13;1;1;0;0;0;0
nicolau vergueiro;4312674;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nonoai;4312708;0;0;0;7;1;3;0;0;8;0;2;0;0;0;0
nova alvorada;4312757;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0
nova araca;4312807;0;0;0;3;0;0;0;0;1;0;2;0;0;0;0
nova bassano;4312906;0;0;0;6;0;1;1;0;2;0;1;2;0;0;0
nova boa vista;4312955;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
nova brescia;4313003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
nova candelaria;4313011;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
nova esperanca do sul;4313037;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
nova hartz;4313060;1;1;0;9;0;1;2;0;16;0;8;5;0;0;1
nova padua;4313086;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
nova palma;4313102;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0
nova petropolis;4313201;0;0;0;8;0;0;0;0;5;0;7;1;0;0;0
nova prata;4313300;1;1;0;12;1;1;3;0;17;0;4;9;0;0;1
nova ramada;4313334;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
nova roma do sul;4313359;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
nova santa rita;4313375;0;0;0;36;1;2;3;1;26;4;5;3;0;0;0
novo barreiro;4313490;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
novo cabrais;4313391;0;0;0;4;0;0;0;0;2;1;1;1;0;0;0
novo hamburgo;4313409;0;0;0;230;1;23;67;14;174;11;27;24;0;0;0
novo machado;4313425;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
novo tiradentes;4313441;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
novo xingu;4313466;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
osorio;4313508;0;0;0;48;2;3;3;2;33;3;3;14;0;0;0
paim filho;4313607;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
palmares do sul;4313656;0;0;0;12;2;0;1;0;8;2;1;1;0;0;0
palmeira das missoes;4313706;1;1;0;23;0;3;4;0;16;3;6;1;0;0;1
palmitinho;4313805;1;1;0;4;0;1;0;0;1;0;0;0;0;0;1
panambi;4313904;0;0;0;26;3;2;2;0;47;1;11;2;0;0;0
pantano grande;4313953;0;0;0;2;0;0;0;0;1;0;3;2;0;0;0
parai;4314001;0;0;0;6;0;0;0;0;6;0;0;0;0;0;0
paraiso do sul;4314027;0;0;0;1;0;0;1;0;3;0;0;1;0;0;0
pareci novo;4314035;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
parobe;4314050;1;1;0;37;1;4;1;1;30;5;17;6;0;0;1
passa sete;4314068;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
passo do sobrado;4314076;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0
passo fundo;4314100;2;2;0;179;0;29;37;2;157;15;32;26;0;0;2
paulo bento;4314134;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0
paverama;4314159;0;0;0;2;0;0;0;0;5;0;3;0;0;0;0
pedras altas;4314175;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
pedro osorio;4314209;0;0;0;6;1;1;0;0;1;0;0;0;0;0;0
pejucara;4314308;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0
pelotas;4314407;1;1;0;312;3;32;101;8;146;6;17;29;0;0;1
picada cafe;4314423;0;0;0;5;0;0;0;0;0;0;0;1;0;0;0
pinhal;4314456;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0
pinhal da serra;4314464;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0
pinhal grande;4314472;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
pinheirinho do vale;4314498;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
pinheiro machado;4314506;0;0;0;8;1;2;0;0;11;0;0;0;0;0;0
pinto bandeira;4314548;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
pirapo;4314555;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
piratini;4314605;0;0;0;16;4;1;1;0;5;0;1;0;0;0;0
planalto;4314704;1;1;0;13;0;1;0;0;4;2;1;0;0;0;1
poco das antas;4314753;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
pontao;4314779;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0
ponte preta;4314787;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
portao;4314803;0;0;0;25;2;1;3;5;21;2;8;0;0;0;0
porto alegre;4314902;24;27;1;2245;1;128;1369;125;1456;62;161;262;1;0;30
porto lucena;4315008;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
porto maua;4315057;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
porto vera cruz;4315073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
porto xavier;4315107;0;0;0;2;2;0;0;0;2;1;0;0;0;0;0
pouso novo;4315131;0;0;0;2;0;0;0;0;1;0;1;0;0;0;0
presidente lucena;4315149;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
progresso;4315156;0;0;0;3;1;0;0;0;0;2;0;0;0;0;0
protasio alves;4315172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
putinga;4315206;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
quarai;4315305;1;1;0;12;2;0;1;0;8;1;1;1;0;0;1
quatro irmaos;4315313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
quevedos;4315321;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
quinze de novembro;4315354;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
redentora;4315404;1;1;0;6;0;0;0;0;1;2;0;0;0;1;2
relvado;4315453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
restinga seca;4315503;1;1;0;8;0;0;1;0;10;1;1;1;0;0;1
rio dos indios;4315552;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
rio grande;4315602;3;3;0;194;8;5;75;3;126;25;26;51;0;0;3
rio pardo;4315701;1;2;0;30;2;2;1;0;13;2;13;4;0;0;2
riozinho;4315750;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
roca sales;4315800;0;0;0;7;0;1;0;0;8;0;0;0;0;0;0
rodeio bonito;4315909;0;0;0;4;2;1;0;0;1;1;0;1;0;0;0
rolador;4315958;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1
rolante;4316006;0;0;0;7;0;1;1;0;20;0;3;1;0;0;0
ronda alta;4316105;0;0;0;4;0;1;0;0;5;0;1;0;0;0;0
rondinha;4316204;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
roque gonzales;4316303;0;0;0;2;0;0;0;0;3;0;2;0;0;0;0
rosario do sul;4316402;0;0;0;21;4;0;2;1;13;3;2;13;0;0;0
sagrada familia;4316428;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0
saldanha marinho;4316436;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0
salto do jacui;4316451;0;0;0;20;0;1;1;0;4;2;2;1;0;0;0
salvador das missoes;4316477;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
salvador do sul;4316501;0;0;0;4;0;0;1;0;5;0;3;0;0;0;0
sananduva;4316600;0;0;0;4;0;0;0;0;5;0;3;1;0;0;0
santa barbara do sul;4316709;0;0;0;4;0;0;0;0;6;0;1;2;0;0;0
santa cecilia do sul;4316733;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
santa clara do sul;4316758;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
santa cruz do sul;4316808;1;1;0;110;0;12;15;0;93;7;8;22;0;0;1
santa margarida do sul;4316972;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
santa maria;4316907;7;10;0;317;4;12;64;2;223;26;44;40;0;0;10
santa maria do herval;4316956;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
santa rosa;4317202;1;1;0;60;2;9;3;0;31;3;6;25;0;0;1
santa tereza;4317251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
santa vitoria do palmar;4317301;0;0;0;56;7;1;2;0;9;0;2;2;0;0;0
santana da boa vista;4317004;0;0;0;9;1;0;0;0;0;0;0;2;0;0;0
santana do livramento;4317103;1;1;0;94;10;4;7;0;66;5;16;5;0;0;1
santiago;4317400;0;0;0;34;6;0;1;0;52;2;24;8;0;0;0
santo angelo;4317509;1;1;0;101;3;12;16;0;74;7;16;15;0;0;1
santo antonio da patrulha;4317608;1;1;0;26;1;0;8;1;27;1;5;4;0;0;1
santo antonio das missoes;4317707;0;0;0;4;0;0;0;0;5;0;8;0;0;0;0
santo antonio do palma;4317558;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
santo antonio do planalto;4317756;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0
santo augusto;4317806;1;1;0;7;0;1;0;0;2;0;3;1;0;0;1
santo cristo;4317905;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0
santo expedito do sul;4317954;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0
sao borja;4318002;0;0;0;39;6;2;6;0;37;1;7;6;0;0;0
sao domingos do sul;4318051;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao francisco de assis;4318101;0;0;0;11;3;0;0;0;2;1;3;1;0;0;0
sao francisco de paula;4318200;0;0;0;28;3;1;1;0;11;0;0;0;0;0;0
sao gabriel;4318309;0;0;0;76;6;3;1;0;19;4;10;16;0;0;1
sao jeronimo;4318408;0;0;0;10;0;0;4;0;11;0;4;0;0;0;0
sao joao da urtiga;4318424;0;0;0;2;1;0;0;1;1;0;0;0;0;0;0
sao joao do polesine;4318432;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
sao jorge;4318440;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sao jose das missoes;4318457;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
sao jose do herval;4318465;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao jose do hortencio;4318481;0;0;0;2;0;1;0;0;2;0;0;0;0;0;0
sao jose do inhacora;4318499;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao jose do norte;4318507;2;2;0;31;2;0;2;0;3;0;4;3;0;0;2
sao jose do ouro;4318606;0;0;0;1;0;0;0;0;4;0;0;1;0;0;0
sao jose do sul;4318614;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
sao jose dos ausentes;4318622;1;1;0;2;1;0;0;0;1;1;0;0;0;0;1
sao leopoldo;4318705;1;1;0;360;0;37;60;17;162;9;16;31;0;0;1
sao lourenco do sul;4318804;0;0;0;37;1;0;1;0;20;2;7;1;0;0;0
sao luiz gonzaga;4318903;0;0;0;26;2;0;0;0;18;5;7;13;0;0;0
sao marcos;4319000;0;0;0;12;0;5;1;0;11;0;0;3;0;0;0
sao martinho;4319109;0;0;0;4;0;0;0;0;3;1;1;2;0;0;0
sao martinho da serra;4319125;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0
sao miguel das missoes;4319158;0;0;0;2;1;0;0;0;3;0;0;0;0;0;0
sao nicolau;4319208;0;0;0;4;2;0;0;0;1;1;0;0;0;0;0
sao paulo das missoes;4319307;0;0;0;2;1;0;1;0;1;0;0;0;0;0;0
sao pedro da serra;4319356;0;0;0;0;0;0;0;0;3;1;1;0;0;0;0
sao pedro das missoes;4319364;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao pedro do butia;4319372;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
sao pedro do sul;4319406;0;0;0;11;5;0;1;0;8;1;3;1;0;0;0
sao sebastiao do cai;4319505;1;1;0;18;0;1;1;1;21;3;12;5;0;0;1
sao sepe;4319604;0;0;0;12;1;0;0;0;1;0;2;1;0;0;0
sao valentim;4319703;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0
sao valentim do sul;4319711;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
sao valerio do sul;4319737;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sao vendelino;4319752;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
sao vicente do sul;4319802;0;0;0;2;1;0;1;0;1;1;5;3;0;0;0
sapiranga;4319901;0;0;0;51;1;8;7;3;37;1;25;13;0;0;0
sapucaia do sul;4320008;3;3;0;160;0;29;42;5;103;3;10;15;0;0;3
sarandi;4320107;0;0;0;35;0;2;2;0;21;2;7;5;0;0;0
seberi;4320206;0;0;0;9;1;4;0;0;5;1;0;0;0;0;0
sede nova;4320230;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
segredo;4320263;0;0;0;4;0;1;0;0;4;0;0;0;0;0;0
selbach;4320305;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
senador salgado filho;4320321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
sentinela do sul;4320354;0;0;0;5;0;1;1;0;1;0;1;0;0;0;0
serafina correa;4320404;0;0;0;8;2;0;2;0;6;2;8;2;0;0;0
serio;4320453;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
sertao;4320503;0;0;0;4;0;0;0;0;4;0;0;0;0;0;0
sertao santana;4320552;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0
sete de setembro;4320578;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
severiano de almeida;4320602;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
silveira martins;4320651;0;0;0;8;0;2;0;0;1;0;0;0;0;0;0
sinimbu;4320677;0;0;0;3;1;0;0;0;3;0;0;0;0;0;0
sobradinho;4320701;1;1;0;21;0;0;1;0;8;1;7;6;0;0;1
soledade;4320800;1;1;0;35;3;1;3;0;21;2;4;2;0;0;1
tabai;4320859;0;0;0;1;0;0;1;0;1;0;2;0;0;0;0
tapejara;4320909;0;0;0;22;0;0;2;0;15;1;2;2;0;0;1
tapera;4321006;0;0;0;8;1;0;0;1;1;4;0;0;0;0;0
tapes;4321105;0;0;0;12;1;0;1;0;8;3;0;3;0;0;0
taquara;4321204;1;1;0;47;1;2;6;0;30;3;35;8;0;0;1
taquari;4321303;1;1;0;9;1;0;0;0;11;1;14;5;0;0;1
taquarucu do sul;4321329;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0
tavares;4321352;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0
tenente portela;4321402;0;0;0;10;0;3;0;0;5;1;2;0;0;0;0
terra de areia;4321436;0;0;0;7;1;0;0;0;13;1;2;2;0;0;0
teutonia;4321451;0;0;0;7;0;0;2;0;18;1;27;3;0;0;0
tio hugo;4321469;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
tiradentes do sul;4321477;0;0;0;1;0;0;0;0;2;0;1;1;0;0;0
toropi;4321493;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
torres;4321501;0;0;0;72;0;5;3;1;43;0;11;6;0;0;0
tramandai;4321600;3;3;0;87;0;6;12;1;40;5;14;14;0;0;3
travesseiro;4321626;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
tres arroios;4321634;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0
tres cachoeiras;4321667;1;1;0;9;1;0;0;0;9;0;0;0;0;0;1
tres coroas;4321709;0;0;0;17;1;1;2;0;7;3;9;3;0;0;0
tres de maio;4321808;1;1;0;6;0;0;0;0;9;3;2;4;0;0;1
tres forquilhas;4321832;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
tres palmeiras;4321857;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
tres passos;4321907;0;0;0;14;1;1;0;0;8;2;4;11;0;0;0
trindade do sul;4321956;0;0;0;4;1;1;0;0;2;1;1;2;0;0;0
triunfo;4322004;0;0;0;15;1;1;0;0;20;4;6;4;0;0;0
tucunduva;4322103;0;0;0;3;1;0;0;0;2;1;0;0;0;0;0
tunas;4322152;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
tupanci do sul;4322186;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tupancireta;4322202;0;0;1;21;1;0;1;0;15;3;2;2;1;0;1
tupandi;4322251;0;0;0;2;0;0;0;0;3;0;1;0;0;0;0
tuparendi;4322301;0;0;0;1;0;0;0;0;0;1;0;2;0;0;1
turucu;4322327;0;0;0;1;0;0;2;0;5;0;1;0;0;0;0
ubiretama;4322343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
uniao da serra;4322350;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
unistalda;4322376;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
uruguaiana;4322400;0;0;0;107;4;1;18;0;41;1;19;22;0;0;0
vacaria;4322509;1;1;0;80;0;2;10;0;31;4;22;10;0;0;1
vale do sol;4322533;2;2;0;2;0;1;0;0;6;2;0;1;0;0;2
vale real;4322541;0;0;0;1;0;1;0;0;2;0;0;0;0;0;0
vale verde;4322525;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
vanini;4322558;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
venancio aires;4322608;1;1;0;77;0;4;2;0;27;2;2;12;0;0;1
vera cruz;4322707;0;0;0;14;1;2;4;0;21;0;3;1;0;0;0
veranopolis;4322806;0;0;0;2;0;1;0;0;11;1;6;2;0;0;0
vespasiano correa;4322855;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
viadutos;4322905;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
viamao;4323002;2;2;0;176;6;13;137;19;144;8;24;38;0;0;3
vicente dutra;4323101;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
victor graeff;4323200;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
vila flores;4323309;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0
vila langaro;4323358;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
vila maria;4323408;0;0;0;3;0;0;0;0;3;1;2;0;0;0;0
vila nova do sul;4323457;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
vista alegre;4323507;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
vista alegre do prata;4323606;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
vista gaucha;4323705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
vitoria das missoes;4323754;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0
westfalia;4323770;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
xangri-la;4323804;0;0;0;27;0;1;5;0;13;0;3;1;0;0;0
acegua;4300034;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
agua santa;4300059;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
agudo;4300109;0;0;0;18;0;1;0;0;3;0;0;0;0;0;0
ajuricaba;4300208;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0
alecrim;4300307;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
alegrete;4300406;0;0;0;99;11;3;3;0;38;3;10;3;0;0;0
alegria;4300455;0;0;0;2;1;1;0;0;1;0;0;0;0;0;0
almirante tamandare do sul;4300471;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
alpestre;4300505;0;0;0;7;1;0;0;0;1;2;0;0;0;0;0
alto alegre;4300554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alto feliz;4300570;0;0;0;2;0;0;0;0;4;0;1;0;0;0;0
alvorada;4300604;3;3;0;144;1;18;138;24;154;11;27;44;0;0;3
amaral ferrador;4300638;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0
ametista do sul;4300646;0;0;0;7;1;0;0;0;5;0;2;0;0;0;0
andre da rocha;4300661;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0
anta gorda;4300703;0;0;0;3;0;1;0;0;1;0;1;0;0;0;0
antonio prado;4300802;0;0;0;6;1;0;0;0;6;0;2;0;0;0;0
arambare;4300851;0;0;0;6;2;0;0;0;0;1;0;0;0;0;0
